Sr No,Date,StartUp,Vertical,Subvertical,Location,Investors,Round,Amount
2172,2015-12-18,focus digit,ECommerce platform solutions,,New Delhi,turning ideas,Seed Funding,0.0
2173,2015-12-18,the news minute,Online Media Publication,,Bangalore,quintillion media,Seed Funding,0.0
2174,2015-12-18,cbrex,International Hiring Platform,,Mumbai / NY,prahlad rao sundara rajan vikram chachra,Seed Funding,1.7114
2175,2015-12-21,truckmandi,Logistics Service Provider Marketplace,,New Delhi,ritesh dwivedy ramakant sharma mount nathan advisors,Private Equity,17.114
2176,2015-12-21,peppertap,Hyperlocal\\xc2\\xa0 Grocery Delivery Service,,Gurgaon,innoven capital,Private Equity,34.228
2177,2015-12-21,kooh sports,Sports Education Platform,,Mumbai,tcs hdfc faering capital elevate sports,Private Equity,17.114
2178,2015-12-22,rentongo,"Bike, Appliances Renting marketplace",,Bangalore,anand chandrasekaran rajesh sawhney kalpana tatavarti shivanandan pare,Seed Funding,0.0
2179,2015-12-22,industrybuying,Online Marketplace for Industrial Goods,,New Delhi,murugappa group tvs group vellayan subbiah arathi krishna arun venkatachalam,Seed Funding,0.0
2180,2015-12-22,zapr,Reward points mobile app,,Gurgaon,dinesh agarwal,Seed Funding,0.0
2181,2015-12-22,latestone,Mobile accessories online store,,Hyderabad,palred ltd,Private Equity,25.670999999999996
2182,2015-12-22,planetgogo,Content Discovery & reward points platform,,Gurgaon,ht digital media holdings ltd,Seed Funding,0.0
2183,2015-12-22,aryaai,Artificial Intelligence platform,,Mumbai,yournest angel fund venture nursery,Private Equity,6.417749999999999
2184,2015-12-22,doctor insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,rishi parti brahmax,Private Equity,4.2785
2185,2015-12-22,mobiefit,Mobile Fitness App,,Goa,medi assist,Private Equity,8.557
2186,2015-12-23,lafalafa,"Digital Coupons, Deal & Cashback aggregator app",,Mumbai,vectr,Private Equity,0.0
2187,2015-12-23,mech mocha,Mobile Game development & Design platform,,Bangalore,blume flipkart,Seed Funding,8.557
2188,2015-12-23,shotang,B2B eCommerce Marketplace,,Bangalore,exfinity venture partners unitus impact livelihoods fund,Private Equity,42.785
2189,2015-12-23,cityfurnish,Furniture and appliances rental platform,,Gurgaon,jitendra gupta,Seed Funding,0.0
2190,2015-12-24,black white orange,B2B Merchandize platform,,Mumbai,collaborative licensing,Seed Funding,2.5927709999999995
2191,2015-12-24,kolabro,Real Estate focused Tech platform,,Gurgaon,umang kumar ruchir arora others,Seed Funding,0.0
2192,2015-12-24,canvera,Photographer Online search & booking platform,,Bangalore,info edge india ltd,Private Equity,18.8254
2193,2015-12-28,town essentials,Grocery Delivery platform,,Bangalore,sharad hegde girish reddy siddharth patil shrikant patil,Seed Funding,8.557
2194,2015-12-28,bumper,Mobile Car Servicing appointment app,,Bangalore,saif partners,Seed Funding,4.2785
2195,2015-12-29,hotify,New Curation Mobile App,,Bangalore,mahavir pratap sharma,Seed Funding,1.2835499999999997
2196,2015-12-29,mobikwik,Mobile Wallet,,Gurgaon,sequoia capital tree line asia innoven capital,Private Equity,56.4762
2197,2015-12-30,intelligent interfaces,Interface development platform for Government officials,,Bangalore,yuvraj singh,Seed Funding,0.0
2198,2015-02-11,twigly,Online Food Ordering & Delivery platform,,Gurgaon,amit gupta sahil barua mukul singhal tracxn,Seed Funding,1.7114
2199,2015-02-11,cityflo,Bus Aggregation and rental mobile app,,Mumbai,idg,Seed Funding,6.417749999999999
2200,2015-03-11,findyahan,hyperlocal online Services platform,,Noida,times group brand capital,Private Equity,0.0
2201,2015-03-11,sabse,WiFi \xe2\x80\x93 first Cloud communication platform,,Mumbai,ratan tata,Private Equity,0.0
2203,2015-03-11,oibanit,Online Food Ordering Marketplace,,Vadodara,varun ahuja anubhav verma,Seed Funding,1.2835499999999997
2204,2015-03-11,stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,riqueza capital,Seed Funding,3.2944449999999996
2205,2015-03-11,loanbaba,Online Loans Marketplace,,Mumbai,disclosed,Seed Funding,2.73824
2206,2015-03-11,deyor rooms,Budget Hotels Aggregator,,New Delhi,dheeraj jain others,Seed Funding,4.2785
2207,2015-03-11,bidgely,Efficient Energy Management platform,,USA/India,constellation technology exelon corporation eon rwe khosla,Private Equity,142.0462
2208,2015-04-11,shirsa,Digital Intelligent learning platform,,Mumbai,ah,Seed Funding,2.13925
2209,2015-04-11,paytunes,Voice Call incentivization mobile app,,New Delhi,cio angel network,Seed Funding,0.0
2210,2015-04-11,yourdost,Online Counselling and psychological support platform,,Gwalior,phanindra sama aprameya radhakrishna aneesh reddy neeraj jawalkar sanjay anandaram pavan ongole venk krishnan,Seed Funding,3.4228
2211,2015-05-11,bookmybai,Domestic Help Aggregation platform,,Mumbai,vineel nalla others,Seed Funding,1.2835499999999997
2212,2015-05-11,myindianstay,Home Stay & room rentals platform,,Goa,undisclosed investors,Seed Funding,1.7114
2213,2015-05-11,bobble,Selfie Mobile App,,New Delhi,saif partners others,Private Equity,0.0
2214,2015-06-11,repup,Online Reputation Management Platform,,Gurgaon,indian angel network,Seed Funding,0.0
2215,2015-06-11,satvacart,Online Grocery platform,,Gurgaon,undisclosed hnis,Private Equity,15.4026
2216,2015-06-11,popxo,Online content platform for women,,New Delhi,idg india kalaari capital 500 startups,Private Equity,17.114
2217,2015-06-11,spareshub,Online Vehicle Spare Parts etailer,,Pune,hyderabad angels ms partners,Seed Funding,3.93622
2218,2015-06-11,explara,Event Ticketing platform,,Pune,hyderabad angels singapore angel network ness wadia,Private Equity,4.19293
2219,2015-06-11,soothe healthcare,affordable Personal Healthcare Products,,Noida,saina nehwal,Seed Funding,0.0
2220,2015-06-11,yuvi hospitality,Premium dining Lounges & restaurants,,Gurgaon,chandralekha construction,Private Equity,128.355
2222,2015-09-11,istar skill development,Skill Training Startup,,Bangalore,michael susan dell foundation unitus seed fund,Private Equity,12.835499999999998
2223,2015-09-11,bigstylist,Beauty and Wellness Marketplace,,Mumbai,info edge,Private Equity,8.557
2224,2015-09-11,zilingo,Marketplace App for Bangkok,,Bangalore/ Bangkok,sequoia india beenext kunal shah sandeep tandon,Private Equity,16.2583
2225,2015-09-11,didi,On-demand Maids Service Provider,,Mumbai,jozef bardik leo wang sangeeth ram,Seed Funding,1.2835499999999997
2226,2015-09-11,skoov,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,1.2835499999999997
2227,2015-10-11,chefs basket,Ready to cook packaged Foods,,Mumbai,saif partners haresh chawla,Private Equity,51.34199999999999
2229,2015-11-11,delight foods,Branded Food products online sales,,Bangalore,lensbridge capital mape advisory group fireside,Private Equity,5.134199999999999
2230,2015-11-11,6degree,Talent platform for Fashion professionals,,Goa/Hyderabad,centre for incubation business acceleration ciba goa,Seed Funding,0.0
2231,2015-11-11,renewbuy,Auto Insurance Online platform,,Gurgaon,mount nathan advisors pte ltd,Seed Funding,4.2785
2232,2015-11-11,grab,Hyperlocal Logistics Service Provider,,Mumbai,sixth sense,Seed Funding,0.0
2233,2015-12-11,hitwicket,Cricket Management Mobile Game,,Hyderabad,chennai angels,Seed Funding,2.13925
2234,2015-11-13,flashdoor,On Demand Laundry Service platform,,Bangalore,sujeet kumar ankit nagori traxcn,Seed Funding,0.0
2235,2015-11-16,cashkaro,Ecommerce Discount & Cashback coupons platform,,Gurgaon,kalaari capital,Private Equity,31.6609
2236,2015-11-16,absentia,Virtual Reality Headset creator,,Bangalore,astarc 50k others,Seed Funding,1.5402599999999997
2237,2015-11-16,renowala,Home Improvement Service platform,,Hyderabad,logtally,Seed Funding,0.0
2238,2015-11-16,taskbucks,mobile-only tasks marketplace,,New Delhi,times internet,Private Equity,128.355
2239,2015-11-17,craftsvilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,sequoia india lightspeed venture partners nexus venture partners global founders capital apoletto,Private Equity,290.938
2240,2015-11-17,julia computing,Numerical Computing & Data Science Platform,,Bangalore,gordon and betty moore foundation,Seed Funding,5.134199999999999
2241,2015-11-17,styletag,Designer fashion Jewellery Marketplace,,Bangalore,jitu virwani,Seed Funding,64.1775
2242,2015-11-17,smytten,Online Products Discovery Platform,,Gurgaon,rimpal chawla anuj srivastava,Seed Funding,1.7114
2243,2015-11-17,bibox,Kids Tool kit for Innovation platform,,Bangalore,ravi krishnamurthy,Seed Funding,4.53521
2244,2015-11-17,convegenius,Mobile Learning Solutions,,Noida / Singapore,enablers platform,Seed Funding,2.5670999999999995
2245,2015-11-18,ola,Car Aggregator & Retail Mobile App,,Bangalore,baillie gifford falcon edge capital tiger global softbank group dst global didi kuaidi,Private Equity,4278.5
2246,2015-11-18,goodbox,conversational commerce mobile app,,Bangalore,nexus venture partners,Private Equity,21.3925
2247,2015-11-18,scoopwhoop,Viral Content web Platform,,New Delhi,kalaari capital,Private Equity,34.228
2248,2015-11-18,hipship,Express local delivery platform,,Bangalore,inara capital rishi khiani,Seed Funding,0.0
2249,2015-11-18,pickrr,On-Demand Local Logistics provider,,New Delhi,palaash,Seed Funding,0.0
2250,2015-11-18,truelancer,Curated Freelancer Marketplace,,New Delhi,blackstone valley group raghu vohra aditya dev sood kamal bansal,Seed Funding,0.0
2251,2015-11-19,aha taxis,Online Taxi Rental Platform,,Noida,ah,Seed Funding,0.0
2252,2015-11-19,urbanclap,Mobile Services Marketplace,,Gurgaon,bessemer venture partner accel saif partners,Private Equity,213.92499999999998
2253,2015-11-19,sensegiz,Smartwatch Maker,,Belgaum,karnataka semiconductor venture capital firm,Seed Funding,4.2785
2255,2015-11-19,fourseven,Online Jewellery etailer,,New Delhi,indian angel network,Seed Funding,3.893435
2256,2015-11-20,mindtickle,Sales & Productivity Software,,Pune / US,new enterprise associates,Private Equity,106.96249999999999
2257,2015-11-20,shopsense,ecommerce related software product platform,,Mumbai,kae capital kunal bahl rohit bansal,Seed Funding,0.0
2258,2015-11-20,medinfi,Health-Tech platform,,Bangalore,ram kumar kakani pradeep k jaisingh sunil t v vijay ghadge hemant kaul gurmeet chahal others,Seed Funding,2.609885
2259,2015-11-20,ouwt,Nightlife Discovery Mobile App,,Mumbai,undisclosed investors,Seed Funding,1.2835499999999997
2260,2015-11-20,heypillow,Online Real Estate Marketplace,,Bangalore,hampton capital,Private Equity,25.670999999999996
2261,2015-11-21,healers at home,"Home Healthcare Services platform,",,New Delhi,daljit singh dr pramath raj sinha bvr mohan reddy,Seed Funding,0.0
2262,2015-11-21,caravan craft,Indian Ethnic Crafts Etailer,,Bangalore,unitus seed fund bijou kurien narayan ramachandran,Private Equity,10.268399999999998
2263,2015-11-21,talkoot,Social platform for traders and investors,,Bangalore,undisclosed investors,Seed Funding,0.8557
2265,2015-11-23,medikoe,Healthcare Services Discovery platform,,Bangalore,anil menon,Seed Funding,0.8557
2266,2015-11-24,stylofie,Health and Beauty Services Marketplace,,Gurgaon,swastika,Seed Funding,2.13925
2267,2015-11-24,servx,Automotive Services platform,,New Delhi,manish gupta,Seed Funding,0.0
2268,2015-11-24,naaptol,Online and TV Shopping Marketplace,,Mumbai,mitsui co new enterprise associates canaan partners silicon valley bank,Private Equity,444.964
2269,2015-11-24,crayon data,Big Data Analytics Platform,,Chennai/ Singapore,ratan tata,Private Equity,0.0
2270,2015-11-25,earlysalary,Mobile App based Loan disbursement platform,,Mumbai,ashok agarwal,Seed Funding,12.835499999999998
2271,2015-11-25,tooler,On Demand Laundry Services App,,New Delhi,raghu khanna sameer gupta,Seed Funding,0.94127
2272,2015-11-25,s chand,Education Content Provider,,New Delhi,ifc everstone group,Private Equity,231.039
2273,2015-11-26,stelae,Content Management Software Solutions,,Chennai,earlsfield capital,Private Equity,0.0
2274,2015-11-26,goqii,Fitness Tracking Management Solutions,,Mumbai,new enterprise associates cheetah mobile,Private Equity,114.6638
2275,2015-11-26,grofers,Hyper-local Grocery Delivery platform,,Gurgaon,softbank tiger global sequoia capital apoletto managers,Private Equity,1026.84
2276,2015-11-26,pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,idg m s partners powerhouse usa,Private Equity,8.557
2277,2015-11-26,kountmoney,Online Lending Marketplace,,Bangalore,tracxn ashish goenka others,Seed Funding,0.0
2278,2015-11-27,stayglad,On Demand Beauty Services Platform,,Bangalore,bessemer venture partners anil chopra,Private Equity,0.0
2279,2015-11-27,justride,Self Driven Rental Car Platform,,Mumbai,disclosed,Private Equity,17.114
2280,2015-11-27,fastudent,Education Content etailer,,Noida,ashish gupta,Seed Funding,0.0
2281,2015-11-27,learnon,Clud based Learning platform,,Chennai,jmr infotech india,Seed Funding,0.0
2282,2015-11-27,talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,unigrowth,Seed Funding,0.0
2283,2015-11-28,mtaxi,Two-Wheeler Taxi Service,,Gurgaon,mandeep singh jairaj singh,Seed Funding,0.0
2285,2015-11-30,superhero,character merchandize sales platform,,Mumbai,dsg consumer partners,Seed Funding,4.62078
2286,2015-11-30,momagic,Mobile Application Developer,,New Delhi,fih mobile ltd,Private Equity,0.0
2287,2015-11-30,qikpod,Ecommerce Delivery locker services,,Bangalore,flipkart accel partners delhivery foxconn,Private Equity,77.01299999999999
2288,2015-11-30,butterfly interactive,extra curricular activities marketplace app,,New Delhi,undisclosed investors,Seed Funding,0.0
2289,2015-11-30,bro4u,Hyperlocal Online Home services provider,,Bangalore,sargod,Seed Funding,0.0
2290,2015-01-10,indifi,Easy Business Loans platform,,Gurgaon,accel partners elevar equity pramod bhasin rajan anandan gaurav dalmia abhishek goyal gagan hasteer arun tadanki,Seed Funding,0.0
2291,2015-01-10,wydr,Performance based Wholesale Marketplace,,New Delhi,sandeep aggarwal,Seed Funding,0.0
2292,2015-01-10,easyfix,Professional Services Marketplace,,Gurgaon,axilor,Seed Funding,0.0
2293,2015-01-10,muvizz,Movie-on-demand platform,,Singapore,ashish todi abhinav patodia kumar shwetabh,Seed Funding,2.99495
2294,2015-01-10,abhibus,us ticketing and fleet management platform,,Hyderabad,paytm one97 communications,Private Equity,0.0
2295,2015-01-10,cleartax,Online Income Tax Filing platform,,New Delhi,paytm one97 communications,Private Equity,0.0
2296,2015-02-10,shopalyst,Product discovery & recommendation platform,,Bangalore,kalaari capital,Private Equity,17.114
2297,2015-03-10,chillr,Mobile Payments App,,Mumbai,sequoia capital,Private Equity,51.34199999999999
2298,2015-05-10,nykaa,Beauty & Wellness Products e-tailer,,Mumbai,harsh mariwala atul nishar dalip pathak michael carlos,Private Equity,81.29149999999998
2299,2015-05-10,voylla,Fashion jewelry and accessories e-tailer,,Jaipur,peepul capital,Private Equity,128.355
2300,2015-05-10,indialends,Online Consumer Lending platform,,New Delhi,dsg consumer partners paragon partners,Private Equity,8.557
2301,2015-05-10,rock n shop,Premium Apparel shopping portal,,New Delhi,high networth individuals undisclosed,Seed Funding,1.2835499999999997
2302,2015-06-10,docplexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,uniqorn asp consulting,Seed Funding,5.9899
2303,2015-06-10,workindia,Job Board,,Mumbai,satyen kothari keshav sanghi riddhesh gandhi others,Seed Funding,4.2785
2304,2015-06-10,sportzvillage,Sports Management & Physical Education Business,,Bangalore,gaja capital private equity fund,Private Equity,85.57
2305,2015-06-10,sportybeans,multi-sport program for preschoolers,,Pune,youwecan,Seed Funding,0.0
2306,2015-06-10,burger singh,QSR & Online delivery portal,,Gurgaon,ashvin chadha avtar monga udaan angels dheeraj jain,Seed Funding,4.2785
2307,2015-06-10,welcome cure,Online Homeopathy Clinic,,Mumbai,unnamed media house and hnis,Private Equity,51.34199999999999
2308,2015-07-10,schoolguru,E-Learning Service Provider,,Mumbai,high networth individuals from india usa,Private Equity,25.670999999999996
2309,2015-07-10,naturally yours,Organic Food etailer,,Mumbai,sanjay mehta,Seed Funding,0.0
2310,2015-07-10,gojavas,Delivery & Logistics Service provider,,Gurgaon,snapdeal,Private Equity,171.14
2311,2015-07-10,scandid,Product Discovery & comparison App,,Pune,micromax informatics,Private Equity,0.0
2312,2015-07-10,stalkbuylove,Online Apparels Fashion brand,,New Delhi,mato peric peter kabel others,Private Equity,0.0
2314,2015-08-10,cube26,Gesture based Mobile Development,,New Delhi,tiger global management flipkart,Private Equity,65.8889
2315,2015-08-10,mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,lifesreda qualgro,Private Equity,0.0
2316,2015-08-10,grabhouse,Rental Accommodation Search platform,,Bangalore,sequoia and kalaari capital,Private Equity,85.57
2317,2015-08-10,quifers,Logistics Tech Platform,,Mumbai,vikas agarwal vishal khare sanjeev kakkar smile group,Seed Funding,2.6526699999999996
2318,2015-09-10,stockroomio,Developer Portfolio Showcase platform,,Hyderabad,undisclosed investors,Seed Funding,0.5989899999999999
2319,2015-09-10,curofy,Doctors Network Mobile App,,New Delhi,roundglass partners,Private Equity,0.0
2320,2015-09-10,cloud lending,End-to-End Lending platform,,Bangalore / San Mateo,sf capital group,Private Equity,68.456
2321,2015-09-10,inayo,on-demand healthcare marketplace,,Mumbai,kemark amit ranjan zishaan hayath and others,Seed Funding,2.5670999999999995
2322,2015-09-10,wonobo,360-degree view creating platform,,Bangalore,quikr,Private Equity,0.0
2323,2015-09-10,kulzy,Advertising & Marketing Community Networking platform,,New Delhi,seedfund bedrock,Seed Funding,8.557
2324,2015-09-10,zeppery,Food Ordering & Delivery App,,New Delhi,suyash sharma,Seed Funding,0.658889
2326,2015-12-10,faircent,Online P2P lending marketplace,,Gurgaon,aarin capital partners,Private Equity,0.0
2327,2015-12-10,bizongo,B2B marketplace for industrial goods,,Mumbai,accel partners,Seed Funding,0.0
2328,2015-12-10,gridle,Cloud Based Collaboration platform,,Ahmedabad,letsventure,Seed Funding,0.8557
2329,2015-12-10,tripoto,global community for travellers,,New Delhi,500 startups idg advantedge fund neeraj arora leon seynave,Private Equity,0.0
2330,2015-12-10,mubble,Prepaid Bill manager App,,Bangalore,accel partners,Private Equity,0.0
2331,2015-10-13,voodoo,Mobile Only Shopping Assistant,,New Delhi,saif partners,Seed Funding,8.557
2332,2015-10-13,lookup,Mobile Messaging Assistant App,,Bangalore,khosla impact biz stone catamaran global founders capital european investment fund,Private Equity,21.3925
2333,2015-10-14,askmygift,Personalized Wish List creator app,,Noida,turning ideas,Seed Funding,0.42785
2334,2015-10-14,gaana,Music Streaming mobile app,,Mumbai,micromax informatics ltd,Private Equity,0.0
2335,2015-10-14,zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,undisclosed investors,Seed Funding,0.658889
2336,2015-10-14,gymtrekker,Gym Discovery platform,,Mumbai,dewang nerallaroopak taneja manisha gupta,Seed Funding,0.0
2337,2015-10-15,bounty app,Online Purchase rewards app,,Bangalore,fireside mumbai angels mape advisory group,Seed Funding,0.0
2338,2015-10-16,homers,Home rental platform,,Gurgaon,devesh rai g rajesh aggarwal amitpal bhutani,Seed Funding,0.0
2339,2015-10-16,mshipper,Crowdsourced Delivery platform,,New Delhi,vijai laxmi,Seed Funding,0.0
2340,2015-10-16,bolrealty,Real Estate Insights platform,,New Delhi,manpreet singh,Seed Funding,0.0
2341,2015-10-17,scube futuretech,Structural & Civil Engg Service Automation,,Mumbai,parampara capital,Private Equity,8.557
2342,2015-10-19,letsventure,Startup Funding Marketplace,,Bangalore,accel partners anupam mittal other marquee investors,Private Equity,0.0
2343,2015-10-19,citrus payment,Payments Solution platform,,Mumbai,sequoia capital ascent capital econtext asia beenos asia,Private Equity,213.92499999999998
2344,2015-10-19,holidify,Travel Destination Discovery platform,,New Delhi,aarti group,Seed Funding,0.8557
2345,2015-10-20,primaseller,Order Fulfillment SAAS platform,,Bangalore,dr aniruddha malpani manish gupta ms partners others,Seed Funding,0.0
2346,2015-10-20,opinio,Last Mile Delivery Service,,Bangalore,delhivery sands capital and accel partners,Private Equity,59.899
2347,2015-10-20,attune,Healthcare IT Solutions & services,,Chennai,qualcomm venture norwest venture partners,Private Equity,85.57
2348,2015-10-20,ichef,Gourmet Meals Delivery,,Mumbai,springboard,Private Equity,0.0
2349,2015-10-21,jiyo natural,Healthy Meals Food delivery platform,,Bangalore,indian angel network,Seed Funding,0.0
2350,2015-10-21,agentdesks,Real Estate Mobile CRM,,New York/ India,sierra cota capital vegas fund,Seed Funding,25.243149999999996
2351,2015-10-21,white owl brewery,Micro-Brewery,,Mumbai,arihant patni raay global investments,Private Equity,13.092209999999998
2352,2015-10-21,mealhopper,Home Made Food Marketplace,,Gurgaon,alok bajpai rajnish kumar amit dey,Seed Funding,0.8557
2353,2015-10-21,zenify,residential rental management platform,,Bangalore,atul jalan shrikanth bharath,Seed Funding,5.47648
2354,2015-10-21,stockal,Personalized Stock Intelligence Platform,,Bangalore,r natarajan mohan alexander,Seed Funding,0.0
2355,2015-10-23,medd,Personal Diagnostic Mobile App,,Mumbai,group of angel investors,Seed Funding,1.2835499999999997
2356,2015-10-23,leaping caravan,Online food ordering & Delivery service,,Gurgaon,group of angel investors,Seed Funding,1.2835499999999997
2357,2015-10-23,frsh,Online food ordering & Delivery service,,Gurgaon,mumbai angels mayank bhangdia kae capital,Private Equity,8.557
2358,2015-10-23,qik stay,Hotel Aggregator & booking platform,,New Delhi,id enablers,Seed Funding,2.13925
2359,2015-10-26,parcelled,Online Logistics Platform,,Bangalore,delhivery,Private Equity,42.785
2360,2015-10-26,almamapper,Online Student & Campus Social Networking platform,,Ahmedabad,oswal techno,Seed Funding,3.4228
2361,2015-10-26,flexing it,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,4.2785
2362,2015-10-26,netmeds,Online Pharmacy,,Chennai,orbimed pradip dadha group,Private Equity,427.84999999999997
2363,2015-10-26,razorpay,Online Payment Gateway,,Jaipur,tiger global management matrix partners,Private Equity,77.01299999999999
2364,2015-10-27,jombay,Psychometric Test Online Software,,Pune,ventureworks india,Private Equity,0.0
2365,2015-10-27,happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,unnamed investor,Seed Funding,0.658889
2366,2015-10-27,care24,Professional Health Services Platform,,Mumbai,india quotient,Seed Funding,2.99495
2367,2015-10-27,roadrunnr,Hyperlocal Logistics Service,,Bangalore,sequoia capital nexus venture partners,Private Equity,85.57
2368,2015-10-27,simpli5d,Online user engagement platform,,Gurgaon,redcliffe capital yournest angel fund,Private Equity,0.0
2369,2015-10-28,origa leasing,Asset Financing platform,,Mumbai,ah 500 startups other hnis,Seed Funding,9.4127
2370,2015-10-28,smartivity,Virtual Reality activity based learning platform,,New Delhi,s chand and co,Seed Funding,1.7114
2371,2015-10-28,urdoorstep,Online Grocery Store,,Bangalore,jupiter capital,Private Equity,0.0
2372,2015-10-29,tavaga,Investment management platform,,Mumbai,tracxn syndicate,Seed Funding,0.0
2373,2015-10-29,moglix,Industrial Toons Marketplace,,Noida,accel partner jungle,Private Equity,0.0
2374,2015-10-29,zophop,Public Commute helper App,,Mumbai,amit singhal pk gulati others,Seed Funding,3.85065
2375,2015-10-30,nikiai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,unilazer,Seed Funding,0.0
2376,2015-10-30,instavans,Truck Aggregator & Logistics service,,Bangalore,suresh vaswani,Seed Funding,0.0
2377,2015-10-30,lifto,Ridesharing Mobile app,,Mumbai,rajesh bhatia dheeraj mehta others,Seed Funding,1.11241
2378,2015-10-30,tinyowl,Food Discovery & Delivery Mobile app,,Mumbai,sequoia capital matrix partners,Private Equity,64.1775
2379,2015-10-30,toppr,Competitive exam learning platform,,Mumbai,innoven capital,Private Equity,17.114
2380,2015-10-30,kleeto,Document Digitization platform,,Gurgaon,grex,Seed Funding,1.96811
2381,2015-10-30,beaconstalk,proximity marketing & Mobile Advertising platform,,Mumbai,puneet bhatia others,Seed Funding,0.68456
2382,2015-10-31,jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,paytm,Private Equity,85.57
2383,2015-01-09,toflo,FinTech Startup Incubation platform,,Mumbai,tania johny palathinkal,Seed Funding,0.8557
2384,2015-01-09,fxmartindia,Payment Services platform,,Chandigarh,flipkart,Private Equity,0.0
2385,2015-01-09,stylecracker,Personalized Styling platform,,Mumbai,group of hni investors,Private Equity,8.557
2386,2015-01-09,luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,reliance capital,Private Equity,7.7013
2387,2015-02-09,holachef,Food Delivery Platform,,Mumbai,ratan tata,Private Equity,0.0
2388,2015-02-09,zivame,Online Lingerie Marketplace,,Bangalore,zodius technology fund khazanah nasional berhad,Private Equity,342.28
2389,2015-02-09,capillary,Cloud software solutions,,New Delhi,warburg pincus sequoia capital norwest venture partners,Private Equity,385.06499999999994
2390,2015-03-09,jobspire,Job Search Platform,,Bangalore,purvi capital,Seed Funding,2.22482
2391,2015-03-09,meradoctor,Doctor consultancy Mobile App,,Mumbai,india quotient other investors,Seed Funding,0.0
2393,2015-03-09,hijinny,Beauty & Wellness Services Marketplace,,Mumbai,cmyk health boutique other individual investors,Seed Funding,0.0
2394,2015-04-09,clapsnslaps,Online Movie Review Platform,,Mumbai,r m picture company,Seed Funding,1.2835499999999997
2395,2015-04-09,blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,ashish jhalani,Seed Funding,0.8557
2396,2015-04-09,roomcentral,Cloud-based Hotel Booking Platform,,Bangalore,karanpal singh,Seed Funding,17.114
2397,2015-07-09,youthkiawaaz,Community Driven News/Views Platform,,New Delhi,raghav bahl ritu kapur,Seed Funding,5.134199999999999
2398,2015-07-09,prozo,Study Material Marketplace,,New Delhi,nalin jain shomil pant dinesh kundu others,Seed Funding,1.754185
2399,2015-07-09,zomato,Restaurant Ratings & Reviews platform,,Gurgaon,temasek vy capital,Private Equity,513.42
2400,2015-07-09,sahayog dairy,Dairy Based Product Manufacturer,,Bhopal,acumen fund,Private Equity,15.4026
2401,2015-08-09,mockbank,Government Test Preparation platform,,Bangalore,blume,Seed Funding,3.4228
2402,2015-08-09,reportbee,Smart Report Cards for Schools,,Chennai,india educational investment fund,Seed Funding,0.0
2403,2015-08-09,gurug learning,Teacher empowerment platform,,Bangalore,india educational investment fund,Seed Funding,0.0
2404,2015-10-09,onlinetyari,Multilingual Test Preparation Platform,,Gurgaon,500 startups tv mohandas pai tandem capital vikram chachra aloke bajpai,Private Equity,6.588889999999999
2405,2015-10-09,industrybuying,Industrial Tools Marketplace,,New Delhi,kalaari capital saif partners beenextan investment fund,Private Equity,78.72439999999999
2406,2015-10-09,thenudge foundation,Non Profit Organization to alleviate poverty,,Bangalore,nanadan nilekani inmobi paytm,Seed Funding,2.6954549999999995
2407,2015-11-09,fitmein,Gym & Fitness Studios Subscription platform,,New Delhi,green house,Seed Funding,0.8557
2408,2015-11-09,envoged,pre-used luxury item Marketplace,,Mumbai,ankush nijhawan manish dhingra gaurav bhatnagar,Seed Funding,0.0
2409,2015-11-09,zapyle,pre-used apparel shopping mobile app,,Bangalore,disclosed,Seed Funding,8.557
2410,2015-11-09,renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,subodh gupta,Seed Funding,0.0
2411,2015-12-09,credr,Used Vehicles Marketplace,,Mumbai,eight road,Private Equity,128.355
2412,2015-12-09,yatragenie,Online Bus & Cab ticketing platform,,Hyderabad,ash bhardwaj,Private Equity,0.0
2413,2015-09-14,canvasflip,Mobile App testing platform,,Hyderabad,bessemer venture partners,Seed Funding,10.268399999999998
2414,2015-09-14,shadowfax,Hyperlocal Delivery Services,,Gurgaon,eight roads,Private Equity,77.01299999999999
2415,2015-09-14,ue life sciences,Early Cancer Detection Solutions,,US/India,aarin capital unitus seed fund,Private Equity,25.670999999999996
2416,2015-09-14,ola cabs,Cab rental Mobile app,,Bangalore,falcon edge capital ny based hedge fund tiger global softbank,Private Equity,1925.325
2417,2015-09-15,coverfox,Online Insurance Distribution Platform,,Mumbai,cataraman,Private Equity,17.114
